date,state,district,pincode,bio_age_5_17,bio_age_17_
20-09-2025,Tamil Nadu,Krishnagiri,635117,1,2
20-09-2025,Tamil Nadu,Krishnagiri,635121,6,11
20-09-2025,Tamil Nadu,Krishnagiri,635122,5,2
20-09-2025,Tamil Nadu,Krishnagiri,635206,13,7
20-09-2025,Tamil Nadu,Krishnagiri,635306,4,5
22-09-2025,Tamil Nadu,Krishnagiri,635112,2,15
22-09-2025,Tamil Nadu,Krishnagiri,635116,0,8
22-09-2025,Tamil Nadu,Krishnagiri,636806,1,1
27-09-2025,Tamil Nadu,Krishnagiri,635002,7,6
27-09-2025,Tamil Nadu,Krishnagiri,635109,33,16
27-09-2025,Tamil Nadu,Krishnagiri,635112,4,8
27-09-2025,Tamil Nadu,Krishnagiri,635117,3,1
27-09-2025,Tamil Nadu,Krishnagiri,635119,3,0
27-09-2025,Tamil Nadu,Krishnagiri,635121,3,2
27-09-2025,Tamil Nadu,Krishnagiri,635123,1,1
27-09-2025,Tamil Nadu,Krishnagiri,635126,4,2
27-09-2025,Tamil Nadu,Krishnagiri,635201,6,0
02-11-2025,Tamil Nadu,Krishnagiri,635105,1,0
02-11-2025,Tamil Nadu,Krishnagiri,635126,3,2
02-11-2025,Tamil Nadu,Krishnagiri,635207,7,0
02-11-2025,Tamil Nadu,Krishnagiri,635304,3,0
02-11-2025,Tamil Nadu,Krishnagiri,635307,4,0
03-11-2025,Tamil Nadu,Krishnagiri,635108,13,3
03-11-2025,Tamil Nadu,Krishnagiri,635112,70,17
03-11-2025,Tamil Nadu,Krishnagiri,635113,47,11
03-11-2025,Tamil Nadu,Krishnagiri,635120,20,1
03-11-2025,Tamil Nadu,Krishnagiri,635121,38,8
03-11-2025,Tamil Nadu,Krishnagiri,635126,31,17
03-11-2025,Tamil Nadu,Krishnagiri,635206,36,10
03-11-2025,Tamil Nadu,Krishnagiri,635304,11,12
04-11-2025,Tamil Nadu,Krishnagiri,635002,32,10
04-11-2025,Tamil Nadu,Krishnagiri,635104,25,5
04-11-2025,Tamil Nadu,Krishnagiri,635112,27,16
04-11-2025,Tamil Nadu,Krishnagiri,635116,31,8
04-11-2025,Tamil Nadu,Krishnagiri,635121,24,9
04-11-2025,Tamil Nadu,Krishnagiri,636806,1,0
05-11-2025,Tamil Nadu,Krishnagiri,635001,31,14
05-11-2025,Tamil Nadu,Krishnagiri,635101,16,4
05-11-2025,Tamil Nadu,Krishnagiri,635102,28,6
05-11-2025,Tamil Nadu,Krishnagiri,635104,18,10
05-11-2025,Tamil Nadu,Krishnagiri,635113,29,13
05-11-2025,Tamil Nadu,Krishnagiri,635115,8,6
05-11-2025,Tamil Nadu,Krishnagiri,635124,8,1
05-11-2025,Tamil Nadu,Krishnagiri,635206,17,8
06-11-2025,Tamil Nadu,Krishnagiri,635002,16,5
06-11-2025,Tamil Nadu,Krishnagiri,635101,4,1
06-11-2025,Tamil Nadu,Krishnagiri,635102,21,12
06-11-2025,Tamil Nadu,Krishnagiri,635108,16,2
06-11-2025,Tamil Nadu,Krishnagiri,635116,24,9
06-11-2025,Tamil Nadu,Krishnagiri,635117,40,6
06-11-2025,Tamil Nadu,Krishnagiri,635207,30,9
09-11-2025,Tamil Nadu,Krishnagiri,635103,6,2
09-11-2025,Tamil Nadu,Krishnagiri,635109,5,2
09-11-2025,Tamil Nadu,Krishnagiri,635203,1,0
08-11-2025,Tamil Nadu,Krishnagiri,635101,6,3
08-11-2025,Tamil Nadu,Krishnagiri,635107,22,5
08-11-2025,Tamil Nadu,Krishnagiri,635108,4,0
08-11-2025,Tamil Nadu,Krishnagiri,635304,7,4
08-11-2025,Tamil Nadu,Krishnagiri,636902,2,1
25-06-2025,Tamil Nadu,Krishnagiri,636906,0,1
15-06-2025,Tamil Nadu,Krishnagiri,635304,0,1
15-06-2025,Tamil Nadu,Krishnagiri,635306,0,1
02-06-2025,Tamil Nadu,Krishnagiri,636812,0,1
19-10-2025,Tamil Nadu,Krishnagiri,635102,0,1
19-10-2025,Tamil Nadu,Krishnagiri,635109,0,1
21-10-2025,Tamil Nadu,Krishnagiri,635002,4,4
21-10-2025,Tamil Nadu,Krishnagiri,635107,13,2
21-10-2025,Tamil Nadu,Krishnagiri,635109,33,14
21-10-2025,Tamil Nadu,Krishnagiri,635113,1,1
21-10-2025,Tamil Nadu,Krishnagiri,635116,8,3
21-10-2025,Tamil Nadu,Krishnagiri,635117,8,4
21-10-2025,Tamil Nadu,Krishnagiri,635121,2,1
21-10-2025,Tamil Nadu,Krishnagiri,635126,12,5
21-10-2025,Tamil Nadu,Krishnagiri,635206,5,6
18-10-2025,Tamil Nadu,Krishnagiri,635001,65,18
18-10-2025,Tamil Nadu,Krishnagiri,635103,11,7
18-10-2025,Tamil Nadu,Krishnagiri,635104,21,15
18-10-2025,Tamil Nadu,Krishnagiri,635111,9,0
18-10-2025,Tamil Nadu,Krishnagiri,635113,15,9
18-10-2025,Tamil Nadu,Krishnagiri,635119,10,1
18-10-2025,Tamil Nadu,Krishnagiri,635201,5,3
08-06-2025,Tamil Nadu,Krishnagiri,635102,0,1
08-06-2025,Tamil Nadu,Krishnagiri,635109,0,10
08-06-2025,Tamil Nadu,Krishnagiri,635126,0,4
24-05-2025,Tamil Nadu,Krishnagiri,636806,0,1
22-05-2025,Tamil Nadu,Krishnagiri,636812,0,1
25-05-2025,Tamil Nadu,Krishnagiri,635203,0,3
13-07-2025,Tamil Nadu,Krishnagiri,635111,0,1
13-07-2025,Tamil Nadu,Krishnagiri,635204,0,2
12-07-2025,Tamil Nadu,Krishnagiri,635108,0,3
12-07-2025,Tamil Nadu,Krishnagiri,636806,0,6
11-06-2025,Tamil Nadu,Krishnagiri,636806,0,2
22-06-2025,Tamil Nadu,Krishnagiri,635115,1,1
22-06-2025,Tamil Nadu,Krishnagiri,635120,0,2
22-06-2025,Tamil Nadu,Krishnagiri,635122,0,2
22-06-2025,Tamil Nadu,Krishnagiri,635307,2,5
29-06-2025,Tamil Nadu,Krishnagiri,635101,0,1
29-06-2025,Tamil Nadu,Krishnagiri,635114,0,1
29-06-2025,Tamil Nadu,Krishnagiri,635306,0,1
24-06-2025,Tamil Nadu,Krishnagiri,636808,1,0
17-06-2025,Tamil Nadu,Krishnagiri,635106,0,9
07-06-2025,Tamil Nadu,Krishnagiri,635103,7,3
07-06-2025,Tamil Nadu,Krishnagiri,635113,0,3
07-06-2025,Tamil Nadu,Krishnagiri,635116,2,6
07-06-2025,Tamil Nadu,Krishnagiri,635117,0,3
07-06-2025,Tamil Nadu,Krishnagiri,635204,0,1
06-06-2025,Tamil Nadu,Krishnagiri,635108,3,5
06-06-2025,Tamil Nadu,Krishnagiri,635109,23,29
06-06-2025,Tamil Nadu,Krishnagiri,635111,1,0
08-06-2025,Tamil Nadu,Krishnagiri,635103,3,2
08-06-2025,Tamil Nadu,Krishnagiri,635118,1,0
08-06-2025,Tamil Nadu,Krishnagiri,635120,0,1
08-06-2025,Tamil Nadu,Krishnagiri,635203,6,1
09-06-2025,Tamil Nadu,Krishnagiri,635103,0,4
09-06-2025,Tamil Nadu,Krishnagiri,635107,13,16
09-06-2025,Tamil Nadu,Krishnagiri,635123,0,3
09-06-2025,Tamil Nadu,Krishnagiri,635203,9,11
09-06-2025,Tamil Nadu,Krishnagiri,635206,3,8
09-06-2025,Tamil Nadu,Krishnagiri,635304,8,3
09-06-2025,Tamil Nadu,Krishnagiri,635306,4,2
18-06-2025,Tamil Nadu,Krishnagiri,635002,2,4
18-06-2025,Tamil Nadu,Krishnagiri,635102,0,2
18-06-2025,Tamil Nadu,Krishnagiri,635113,2,4
18-06-2025,Tamil Nadu,Krishnagiri,635114,1,0
18-06-2025,Tamil Nadu,Krishnagiri,635121,9,3
18-06-2025,Tamil Nadu,Krishnagiri,635203,3,7
18-06-2025,Tamil Nadu,Krishnagiri,635306,0,3
18-06-2025,Tamil Nadu,Krishnagiri,635307,4,7
18-06-2025,Tamil Nadu,Krishnagiri,636902,2,1
17-06-2025,Tamil Nadu,Krishnagiri,635101,2,1
17-06-2025,Tamil Nadu,Krishnagiri,635105,6,7
17-06-2025,Tamil Nadu,Krishnagiri,635107,7,17
17-06-2025,Tamil Nadu,Krishnagiri,635114,2,7
17-06-2025,Tamil Nadu,Krishnagiri,635118,4,7
17-06-2025,Tamil Nadu,Krishnagiri,635203,5,9
17-06-2025,Tamil Nadu,Krishnagiri,635206,3,9
17-06-2025,Tamil Nadu,Krishnagiri,635207,10,9
17-06-2025,Tamil Nadu,Krishnagiri,635307,1,12
10-06-2025,Tamil Nadu,Krishnagiri,635104,3,12
10-06-2025,Tamil Nadu,Krishnagiri,635106,2,2
10-06-2025,Tamil Nadu,Krishnagiri,635115,6,7
10-06-2025,Tamil Nadu,Krishnagiri,635121,7,11
10-06-2025,Tamil Nadu,Krishnagiri,635122,4,6
10-06-2025,Tamil Nadu,Krishnagiri,635124,1,0
12-06-2025,Tamil Nadu,Krishnagiri,635117,5,6
12-06-2025,Tamil Nadu,Krishnagiri,635118,1,3
12-06-2025,Tamil Nadu,Krishnagiri,635203,4,11
12-06-2025,Tamil Nadu,Krishnagiri,635304,0,1
13-06-2025,Tamil Nadu,Krishnagiri,635103,6,4
13-06-2025,Tamil Nadu,Krishnagiri,635104,4,8
13-06-2025,Tamil Nadu,Krishnagiri,635109,8,42
13-06-2025,Tamil Nadu,Krishnagiri,635117,18,23
13-06-2025,Tamil Nadu,Krishnagiri,635118,2,1
13-06-2025,Tamil Nadu,Krishnagiri,635120,1,3
13-06-2025,Tamil Nadu,Krishnagiri,635126,6,17
13-06-2025,Tamil Nadu,Krishnagiri,635201,1,6
13-06-2025,Tamil Nadu,Krishnagiri,635204,1,10
13-06-2025,Tamil Nadu,Krishnagiri,635307,8,12
16-06-2025,Tamil Nadu,Krishnagiri,635104,4,13
16-06-2025,Tamil Nadu,Krishnagiri,635107,7,16
16-06-2025,Tamil Nadu,Krishnagiri,635108,2,1
16-06-2025,Tamil Nadu,Krishnagiri,635113,8,13
16-06-2025,Tamil Nadu,Krishnagiri,635119,3,1
16-06-2025,Tamil Nadu,Krishnagiri,635306,2,5
16-06-2025,Tamil Nadu,Krishnagiri,635307,8,5
16-06-2025,Tamil Nadu,Krishnagiri,636806,0,1
20-06-2025,Tamil Nadu,Krishnagiri,635104,3,16
20-06-2025,Tamil Nadu,Krishnagiri,635107,4,25
20-06-2025,Tamil Nadu,Krishnagiri,635108,4,3
20-06-2025,Tamil Nadu,Krishnagiri,635114,1,6
20-06-2025,Tamil Nadu,Krishnagiri,635115,4,6
20-06-2025,Tamil Nadu,Krishnagiri,635123,3,3
20-06-2025,Tamil Nadu,Krishnagiri,635203,3,19
20-06-2025,Tamil Nadu,Krishnagiri,636806,0,1
21-06-2025,Tamil Nadu,Krishnagiri,635106,3,2
21-06-2025,Tamil Nadu,Krishnagiri,635112,16,7
21-06-2025,Tamil Nadu,Krishnagiri,635204,10,4
21-06-2025,Tamil Nadu,Krishnagiri,635306,2,0
20-05-2025,Tamil Nadu,Krishnagiri,635102,12,8
20-05-2025,Tamil Nadu,Krishnagiri,635104,8,9
20-05-2025,Tamil Nadu,Krishnagiri,635116,3,3
20-05-2025,Tamil Nadu,Krishnagiri,635118,3,10
20-05-2025,Tamil Nadu,Krishnagiri,635201,5,2
20-05-2025,Tamil Nadu,Krishnagiri,635204,9,6
20-05-2025,Tamil Nadu,Krishnagiri,635304,9,5
20-05-2025,Tamil Nadu,Krishnagiri,635306,13,2
22-05-2025,Tamil Nadu,Krishnagiri,635001,38,16
22-05-2025,Tamil Nadu,Krishnagiri,635102,14,6
22-05-2025,Tamil Nadu,Krishnagiri,635106,3,0
22-05-2025,Tamil Nadu,Krishnagiri,635109,22,28
22-05-2025,Tamil Nadu,Krishnagiri,635119,3,4
22-05-2025,Tamil Nadu,Krishnagiri,635123,4,0
22-05-2025,Tamil Nadu,Krishnagiri,635126,9,14
22-05-2025,Tamil Nadu,Krishnagiri,635207,17,10
27-05-2025,Tamil Nadu,Krishnagiri,635001,27,26
27-05-2025,Tamil Nadu,Krishnagiri,635103,3,4
27-05-2025,Tamil Nadu,Krishnagiri,635104,24,15
27-05-2025,Tamil Nadu,Krishnagiri,635109,30,33
27-05-2025,Tamil Nadu,Krishnagiri,635123,6,6
27-05-2025,Tamil Nadu,Krishnagiri,635204,5,6
27-05-2025,Tamil Nadu,Krishnagiri,635306,5,6
27-05-2025,Tamil Nadu,Krishnagiri,635307,13,5
26-05-2025,Tamil Nadu,Krishnagiri,635002,6,8
26-05-2025,Tamil Nadu,Krishnagiri,635110,5,7
26-05-2025,Tamil Nadu,Krishnagiri,635201,1,2
26-05-2025,Tamil Nadu,Krishnagiri,635207,8,4
23-05-2025,Tamil Nadu,Krishnagiri,635105,6,9
23-05-2025,Tamil Nadu,Krishnagiri,635107,12,21
23-05-2025,Tamil Nadu,Krishnagiri,635109,30,33
23-05-2025,Tamil Nadu,Krishnagiri,635112,21,11
23-05-2025,Tamil Nadu,Krishnagiri,635113,6,12
23-05-2025,Tamil Nadu,Krishnagiri,635120,9,8
23-05-2025,Tamil Nadu,Krishnagiri,635203,19,12
23-05-2025,Tamil Nadu,Krishnagiri,635206,19,11
23-05-2025,Tamil Nadu,Krishnagiri,635304,9,2
23-05-2025,Tamil Nadu,Krishnagiri,635307,10,2
21-05-2025,Tamil Nadu,Krishnagiri,635109,40,31
21-05-2025,Tamil Nadu,Krishnagiri,635110,7,10
21-05-2025,Tamil Nadu,Krishnagiri,635116,17,14
21-05-2025,Tamil Nadu,Krishnagiri,635117,13,12
21-05-2025,Tamil Nadu,Krishnagiri,635119,3,2
21-05-2025,Tamil Nadu,Krishnagiri,635120,2,3
21-05-2025,Tamil Nadu,Krishnagiri,635126,9,12
21-05-2025,Tamil Nadu,Krishnagiri,635201,5,0
21-05-2025,Tamil Nadu,Krishnagiri,636902,1,1
25-05-2025,Tamil Nadu,Krishnagiri,635103,2,0
25-05-2025,Tamil Nadu,Krishnagiri,635118,0,1
24-05-2025,Tamil Nadu,Krishnagiri,635001,11,13
24-05-2025,Tamil Nadu,Krishnagiri,635101,2,4
24-05-2025,Tamil Nadu,Krishnagiri,635102,6,2
24-05-2025,Tamil Nadu,Krishnagiri,635105,1,2
24-05-2025,Tamil Nadu,Krishnagiri,635126,9,10
24-05-2025,Tamil Nadu,Krishnagiri,635201,5,4
24-05-2025,Tamil Nadu,Krishnagiri,635204,6,3
24-05-2025,Tamil Nadu,Krishnagiri,635306,2,3
28-05-2025,Tamil Nadu,Krishnagiri,635101,7,1
28-05-2025,Tamil Nadu,Krishnagiri,635103,4,3
28-05-2025,Tamil Nadu,Krishnagiri,635109,35,32
28-05-2025,Tamil Nadu,Krishnagiri,635111,1,1
28-05-2025,Tamil Nadu,Krishnagiri,635112,30,15
28-05-2025,Tamil Nadu,Krishnagiri,635201,3,3
28-05-2025,Tamil Nadu,Krishnagiri,635204,5,3
28-05-2025,Tamil Nadu,Krishnagiri,635206,19,12
28-05-2025,Tamil Nadu,Krishnagiri,635307,14,7
29-05-2025,Tamil Nadu,Krishnagiri,635002,5,8
29-05-2025,Tamil Nadu,Krishnagiri,635106,1,1
29-05-2025,Tamil Nadu,Krishnagiri,635113,7,6
29-05-2025,Tamil Nadu,Krishnagiri,635117,23,12
29-05-2025,Tamil Nadu,Krishnagiri,635119,0,3
29-05-2025,Tamil Nadu,Krishnagiri,635124,0,7
29-05-2025,Tamil Nadu,Krishnagiri,635126,7,5
29-05-2025,Tamil Nadu,Krishnagiri,635304,29,8
29-05-2025,Tamil Nadu,Krishnagiri,635307,12,6
01-06-2025,Tamil Nadu,Krishnagiri,635109,6,1
03-06-2025,Tamil Nadu,Krishnagiri,635103,1,2
03-06-2025,Tamil Nadu,Krishnagiri,635107,26,13
03-06-2025,Tamil Nadu,Krishnagiri,635111,2,1
03-06-2025,Tamil Nadu,Krishnagiri,635122,17,4
03-06-2025,Tamil Nadu,Krishnagiri,635123,5,5
03-06-2025,Tamil Nadu,Krishnagiri,635207,7,6
03-06-2025,Tamil Nadu,Krishnagiri,636806,0,1
02-06-2025,Tamil Nadu,Krishnagiri,635104,9,8
02-06-2025,Tamil Nadu,Krishnagiri,635110,5,7
02-06-2025,Tamil Nadu,Krishnagiri,635121,12,5
02-06-2025,Tamil Nadu,Krishnagiri,635203,15,8
04-06-2025,Tamil Nadu,Krishnagiri,635105,4,2
04-06-2025,Tamil Nadu,Krishnagiri,635114,2,2
30-05-2025,Tamil Nadu,Krishnagiri,635102,6,4
30-05-2025,Tamil Nadu,Krishnagiri,635103,2,4
30-05-2025,Tamil Nadu,Krishnagiri,635106,4,2
30-05-2025,Tamil Nadu,Krishnagiri,635110,4,4
30-05-2025,Tamil Nadu,Krishnagiri,635116,11,11
30-05-2025,Tamil Nadu,Krishnagiri,635118,10,6
30-05-2025,Tamil Nadu,Krishnagiri,635119,3,3
30-05-2025,Tamil Nadu,Krishnagiri,635121,18,10
30-05-2025,Tamil Nadu,Krishnagiri,635122,9,2
30-05-2025,Tamil Nadu,Krishnagiri,635201,3,0
31-05-2025,Tamil Nadu,Krishnagiri,635001,23,22
31-05-2025,Tamil Nadu,Krishnagiri,635106,2,0
31-05-2025,Tamil Nadu,Krishnagiri,635201,6,3
31-05-2025,Tamil Nadu,Krishnagiri,635206,20,6
05-06-2025,Tamil Nadu,Krishnagiri,635103,5,0
05-06-2025,Tamil Nadu,Krishnagiri,635105,0,6
05-06-2025,Tamil Nadu,Krishnagiri,635109,20,28
05-06-2025,Tamil Nadu,Krishnagiri,635114,5,4
05-06-2025,Tamil Nadu,Krishnagiri,635119,4,5
05-06-2025,Tamil Nadu,Krishnagiri,635120,5,4
05-06-2025,Tamil Nadu,Krishnagiri,635203,7,10
05-06-2025,Tamil Nadu,Krishnagiri,635206,4,7
05-06-2025,Tamil Nadu,Krishnagiri,635207,11,8
05-06-2025,Tamil Nadu,Krishnagiri,636812,0,1
11-06-2025,Tamil Nadu,Krishnagiri,635001,8,22
11-06-2025,Tamil Nadu,Krishnagiri,635101,1,3
11-06-2025,Tamil Nadu,Krishnagiri,635119,2,5
11-06-2025,Tamil Nadu,Krishnagiri,635122,2,3
11-06-2025,Tamil Nadu,Krishnagiri,635203,10,12
14-06-2025,Tamil Nadu,Krishnagiri,635001,8,3
14-06-2025,Tamil Nadu,Krishnagiri,635002,0,3
14-06-2025,Tamil Nadu,Krishnagiri,635102,10,5
14-06-2025,Tamil Nadu,Krishnagiri,635104,6,3
14-06-2025,Tamil Nadu,Krishnagiri,635105,4,0
14-06-2025,Tamil Nadu,Krishnagiri,635108,4,1
14-06-2025,Tamil Nadu,Krishnagiri,635113,6,8
14-06-2025,Tamil Nadu,Krishnagiri,635114,2,3
14-06-2025,Tamil Nadu,Krishnagiri,635116,12,5
14-06-2025,Tamil Nadu,Krishnagiri,635123,4,0
14-06-2025,Tamil Nadu,Krishnagiri,635201,3,3
14-06-2025,Tamil Nadu,Krishnagiri,635203,10,8
14-06-2025,Tamil Nadu,Krishnagiri,635304,1,0
15-06-2025,Tamil Nadu,Krishnagiri,635109,1,1
15-06-2025,Tamil Nadu,Krishnagiri,635113,1,2
19-06-2025,Tamil Nadu,Krishnagiri,635001,4,31
19-06-2025,Tamil Nadu,Krishnagiri,635102,3,0
19-06-2025,Tamil Nadu,Krishnagiri,635104,9,9
19-06-2025,Tamil Nadu,Krishnagiri,635106,1,3
19-06-2025,Tamil Nadu,Krishnagiri,635116,3,12
19-06-2025,Tamil Nadu,Krishnagiri,635118,1,7
19-06-2025,Tamil Nadu,Krishnagiri,635123,1,1
19-06-2025,Tamil Nadu,Krishnagiri,635203,7,7
19-06-2025,Tamil Nadu,Krishnagiri,635206,2,8
22-06-2025,Tamil Nadu,Krishnagiri,635108,2,0
22-06-2025,Tamil Nadu,Krishnagiri,635114,1,0
22-06-2025,Tamil Nadu,Krishnagiri,635203,3,2
22-06-2025,Tamil Nadu,Krishnagiri,635206,0,1
23-06-2025,Tamil Nadu,Krishnagiri,635109,17,33
23-06-2025,Tamil Nadu,Krishnagiri,635114,1,9
23-06-2025,Tamil Nadu,Krishnagiri,635116,2,16
23-06-2025,Tamil Nadu,Krishnagiri,635123,1,5
23-06-2025,Tamil Nadu,Krishnagiri,635307,10,13
24-06-2025,Tamil Nadu,Krishnagiri,635102,8,9
24-06-2025,Tamil Nadu,Krishnagiri,635104,0,3
24-06-2025,Tamil Nadu,Krishnagiri,635105,4,6
24-06-2025,Tamil Nadu,Krishnagiri,635106,1,0
24-06-2025,Tamil Nadu,Krishnagiri,635124,0,2
24-06-2025,Tamil Nadu,Krishnagiri,635307,15,10
25-06-2025,Tamil Nadu,Krishnagiri,635002,0,3
25-06-2025,Tamil Nadu,Krishnagiri,635118,1,8
25-06-2025,Tamil Nadu,Krishnagiri,635121,18,11
25-06-2025,Tamil Nadu,Krishnagiri,635126,3,9
25-06-2025,Tamil Nadu,Krishnagiri,635201,4,8
26-06-2025,Tamil Nadu,Krishnagiri,635104,12,16
26-06-2025,Tamil Nadu,Krishnagiri,635110,2,11
26-06-2025,Tamil Nadu,Krishnagiri,635113,3,14
26-06-2025,Tamil Nadu,Krishnagiri,635115,4,6
26-06-2025,Tamil Nadu,Krishnagiri,635117,9,18
26-06-2025,Tamil Nadu,Krishnagiri,635118,1,10
26-06-2025,Tamil Nadu,Krishnagiri,635201,1,2
26-06-2025,Tamil Nadu,Krishnagiri,635306,2,3
12-08-2025,Tamil Nadu,Krishnagiri,635002,12,5
12-08-2025,Tamil Nadu,Krishnagiri,635110,2,2
12-08-2025,Tamil Nadu,Krishnagiri,635307,48,7
13-08-2025,Tamil Nadu,Krishnagiri,635118,3,8
13-08-2025,Tamil Nadu,Krishnagiri,635122,14,8
13-08-2025,Tamil Nadu,Krishnagiri,635123,4,7
13-08-2025,Tamil Nadu,Krishnagiri,635126,4,14
13-08-2025,Tamil Nadu,Krishnagiri,635203,15,10
13-08-2025,Tamil Nadu,Krishnagiri,635204,5,0
13-08-2025,Tamil Nadu,Krishnagiri,635307,45,6
13-08-2025,Tamil Nadu,Krishnagiri,636806,0,1
13-08-2025,Tamil Nadu,Krishnagiri,636902,3,3
10-08-2025,Tamil Nadu,Krishnagiri,635105,0,1
10-08-2025,Tamil Nadu,Krishnagiri,635117,2,3
10-08-2025,Tamil Nadu,Krishnagiri,635203,1,0
09-08-2025,Tamil Nadu,Krishnagiri,635002,3,3
09-08-2025,Tamil Nadu,Krishnagiri,635106,1,3
09-08-2025,Tamil Nadu,Krishnagiri,635119,2,0
09-08-2025,Tamil Nadu,Krishnagiri,635122,5,2
09-08-2025,Tamil Nadu,Krishnagiri,635123,2,1
09-08-2025,Tamil Nadu,Krishnagiri,635304,13,5
09-08-2025,Tamil Nadu,Krishnagiri,635305,1,0
11-08-2025,Tamil Nadu,Krishnagiri,635114,5,8
11-08-2025,Tamil Nadu,Krishnagiri,635116,9,18
11-08-2025,Tamil Nadu,Krishnagiri,635121,13,5
11-08-2025,Tamil Nadu,Krishnagiri,635206,6,8
11-08-2025,Tamil Nadu,Krishnagiri,635304,5,9
26-08-2025,Tamil Nadu,Krishnagiri,635001,39,22
26-08-2025,Tamil Nadu,Krishnagiri,635101,13,14
26-08-2025,Tamil Nadu,Krishnagiri,635107,9,15
26-08-2025,Tamil Nadu,Krishnagiri,635108,4,1
26-08-2025,Tamil Nadu,Krishnagiri,635111,2,0
25-08-2025,Tamil Nadu,Krishnagiri,635103,1,3
25-08-2025,Tamil Nadu,Krishnagiri,635104,4,8
25-08-2025,Tamil Nadu,Krishnagiri,635112,18,20
25-08-2025,Tamil Nadu,Krishnagiri,635117,9,16
25-08-2025,Tamil Nadu,Krishnagiri,635119,1,5
25-08-2025,Tamil Nadu,Krishnagiri,635206,2,8
25-08-2025,Tamil Nadu,Krishnagiri,635307,12,11
25-08-2025,Tamil Nadu,Krishnagiri,636806,0,2
06-08-2025,Tamil Nadu,Krishnagiri,635103,1,1
06-08-2025,Tamil Nadu,Krishnagiri,635106,0,3
06-08-2025,Tamil Nadu,Krishnagiri,635109,13,47
06-08-2025,Tamil Nadu,Krishnagiri,635110,1,6
06-08-2025,Tamil Nadu,Krishnagiri,635119,2,6
06-08-2025,Tamil Nadu,Krishnagiri,635124,0,1
06-08-2025,Tamil Nadu,Krishnagiri,635126,9,7
06-08-2025,Tamil Nadu,Krishnagiri,635304,9,5
08-08-2025,Tamil Nadu,Krishnagiri,635101,5,4
08-08-2025,Tamil Nadu,Krishnagiri,635107,11,17
08-08-2025,Tamil Nadu,Krishnagiri,635122,8,10
08-08-2025,Tamil Nadu,Krishnagiri,635203,6,9
08-08-2025,Tamil Nadu,Krishnagiri,635206,3,6
08-08-2025,Tamil Nadu,Krishnagiri,635304,6,6
08-08-2025,Tamil Nadu,Krishnagiri,636812,1,0
08-08-2025,Tamil Nadu,Krishnagiri,636902,3,0
18-08-2025,Tamil Nadu,Krishnagiri,635103,4,5
18-08-2025,Tamil Nadu,Krishnagiri,635109,17,33
18-08-2025,Tamil Nadu,Krishnagiri,635110,5,7
18-08-2025,Tamil Nadu,Krishnagiri,635112,31,18
18-08-2025,Tamil Nadu,Krishnagiri,635113,6,16
18-08-2025,Tamil Nadu,Krishnagiri,635117,7,12
18-08-2025,Tamil Nadu,Krishnagiri,635118,7,7
18-08-2025,Tamil Nadu,Krishnagiri,635126,3,10
18-08-2025,Tamil Nadu,Krishnagiri,635204,4,10
18-08-2025,Tamil Nadu,Krishnagiri,635206,4,6
28-08-2025,Tamil Nadu,Krishnagiri,635108,1,1
28-08-2025,Tamil Nadu,Krishnagiri,635109,12,18
28-08-2025,Tamil Nadu,Krishnagiri,635115,8,7
28-08-2025,Tamil Nadu,Krishnagiri,635117,3,11
28-08-2025,Tamil Nadu,Krishnagiri,635120,15,6
28-08-2025,Tamil Nadu,Krishnagiri,635206,2,4
15-08-2025,Tamil Nadu,Krishnagiri,635103,1,1
15-08-2025,Tamil Nadu,Krishnagiri,635107,0,4
15-08-2025,Tamil Nadu,Krishnagiri,635114,1,0
15-08-2025,Tamil Nadu,Krishnagiri,635124,1,0
14-08-2025,Tamil Nadu,Krishnagiri,635002,8,8
14-08-2025,Tamil Nadu,Krishnagiri,635104,15,11
14-08-2025,Tamil Nadu,Krishnagiri,635106,4,3
14-08-2025,Tamil Nadu,Krishnagiri,635110,1,10
14-08-2025,Tamil Nadu,Krishnagiri,635114,0,4
14-08-2025,Tamil Nadu,Krishnagiri,635118,0,3
14-08-2025,Tamil Nadu,Krishnagiri,635120,6,8
14-08-2025,Tamil Nadu,Krishnagiri,635121,24,9
14-08-2025,Tamil Nadu,Krishnagiri,635203,3,8
14-08-2025,Tamil Nadu,Krishnagiri,635304,10,8
17-08-2025,Tamil Nadu,Krishnagiri,635110,0,2
16-08-2025,Tamil Nadu,Krishnagiri,635113,0,6
16-08-2025,Tamil Nadu,Krishnagiri,635123,4,0
16-08-2025,Tamil Nadu,Krishnagiri,635201,1,1
16-08-2025,Tamil Nadu,Krishnagiri,635204,1,1
16-08-2025,Tamil Nadu,Krishnagiri,635206,1,2
07-08-2025,Tamil Nadu,Krishnagiri,635102,8,10
07-08-2025,Tamil Nadu,Krishnagiri,635108,4,9
07-08-2025,Tamil Nadu,Krishnagiri,635116,2,6
07-08-2025,Tamil Nadu,Krishnagiri,635119,3,2
07-08-2025,Tamil Nadu,Krishnagiri,635120,2,2
07-08-2025,Tamil Nadu,Krishnagiri,635123,2,4
07-08-2025,Tamil Nadu,Krishnagiri,635203,7,8
07-08-2025,Tamil Nadu,Krishnagiri,635206,7,6
31-07-2025,Tamil Nadu,Krishnagiri,635113,7,14
31-07-2025,Tamil Nadu,Krishnagiri,635206,0,5
